tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Tunja, Boyaca",Tunja,109.00  m2 m²,3,3,$400.000.000,3,9 a 15 años,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Chimenea, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parques cercanos, , Patio","Código: 9050FR118 Excelente oportunidad de adquirir casa al norte de la ciudad de Tunja, en la urbanización Santa Catalina, con fácil acceso de transporte público; esta consta de tres habitaciones, la habitación principal con baño privado, dos baños sociales, cocina integral, sala con chinea, sala de estar, comedor, amplia zona de lavandería y garaje.",Código Fincaraíz:,192343915,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192343915,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. castillos de oriente, Hunza",273.00  m2 m²,6,4,$450.000.000,3,9 a 15 años,,,"Atos Inmobiliaria ofrece en venta una amplia casa ubicada en el oriente de la ciudad de Tunja,, cerca de los barrios Consuelo y Suárez, y a pocos metros de la Avenida Oriental. A tan solo 10 minutos caminando de la Plaza de Bolívar, esta propiedad de tres pisos incluye un apartaestudio independiente, ideal para quienes buscan un espacio adicional o un ingreso extra.",,191272769,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272769,,
Casa,venta,Usado,"Hunza, Tunja, Boyaca","Hunza, Ub. castillos de oriente, Tunja",101.00  m2 m²,3,2,$220.000.000,3,16 a 30 años,,", Instalación de gas, , Trans. Público cercano, , Vista panorámica, Descripción, Atos Inmobiliaria te presenta una oportunidad única en el barrio Hunza. Se trata de una espaciosa casa esquinera de una planta, disponible para venta.","Atos Inmobiliaria te presenta una oportunidad única en el barrio Hunza. Se trata de una espaciosa casa esquinera de una planta, disponible para venta.",Código Fincaraíz:,192293763,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta-en-hunza-tunja/192293763,,
Casa,venta,Usado,"Santa ines, Tunja, Boyaca","Santa ines, Tunja, Mesopotamia",235.00  m2 m²,5,4,$550.000.000,5,9 a 15 años,,", Balcón, , Baño Auxiliar, , Calentador, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Parques cercanos, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería","EN VENTA HERMOSA CASA, ubicada en el barrio remansos de Santa Inés. área: 235 m2. Tres pisos; En el primer nivel cuenta con sala, comedor, cocina integral, zona de ropas, baño social, garaje cubierto y antejardín.  segundo piso 4 habitaciones, 2 baños. Tercer piso: habitación principal  y terraza cubierta. Valor : 550.000.000",,10060648,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/10060648,,
Apartamento,venta,Usado,"Santa ana, Tunja, Boyaca","Tunja, Santa ana, Asis",30.00  m2 m²,1,1,$130.000.000,3,1 a 8 años,1 Habs.,", Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial, Descripción, Apartamento para estrenar, bien iluminado ubicado al interior del multifamiliar, tranquilo y acogedor. Esta situado sobre la avenida norte con posibilidades excelentes de acceso al interior y fuera de la ciudad., Código Fincaraíz:, 10107952, Consultar, ENTORNO URBANO, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Apartamento para estrenar, bien iluminado ubicado al interior del multifamiliar, tranquilo y acogedor. Esta situado sobre la avenida norte con posibilidades excelentes de acceso al interior y fuera de la ciudad.",,10107952,ENTORNO URBANO,https://www.fincaraiz.com.co/apartaestudio-en-venta/10107952,,
Casa,venta,Usado,"Tunja, Boyaca","Santa ines, Mesopotamia, Tunja",148.00  m2 m²,4,3,$590.000.000,5,1 a 8 años,,", Ascensor, , Balcón, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Piso de alta resistencia, , Portería / Recepción, , Sauna / Turco / Jacuzzi, , Sobre vía principal, , Tanques de Agua, , Terraza","Atos Inmobiliaria se complace en presentar este hermoso apartamento en venta. Con un área de 148 m2, esta propiedad ofrece espacios amplios y bien distribuidos para garantizar el máximo confort y comodidad.",,191273449,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273449,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Mesopotamia, Tunja, La pradera",37.80  m2 m²,1,¡Pregúntale!,$290.000.000,5,1 a 8 años,1,", Ascensor, , En centro Comercial, , En zona Comercial, , Local Interior, , Piso en Baldosa /  Mármol, , Sobre vía secundaria, , Zona Comercial, Descripción, Vendo espectacular local ubicado en el nuevo centro comercial de Tunja, centro comercial BULEVAR, cerca al centro comercial Unicentro local amplio e iluminado., Código Fincaraíz:, 10588463, Consultar, Inmobiliaria Eskala, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Vendo espectacular local ubicado en el nuevo centro comercial de Tunja, centro comercial BULEVAR, cerca al centro comercial Unicentro local amplio e iluminado.",,10588463,Inmobiliaria Eskala,https://www.fincaraiz.com.co/local-en-venta/10588463,,
Casa,venta,Usado,"Ub. villa toledo, Tunja, Boyaca","Ub. villa toledo, Tunja",250.00  m2 m²,5,6,$750.000.000,5,¡Pregúntale!,,,"VENDO CASA CAMPESTRE EN EL SECTOR LA VILLITA,  CONSTA DE SALA COMEDOR,  COCINA INTEGRAL,  PATIO DE ROPAS CUBIERTO,  CUARTO DE SERVICIO CON BAÑO PRIVADO,  CUATRO ALCOBAS,  CUATRO BAÑOS,  ESTUDIO,  ALTILLO,  BALCON,  JARDIN Y GARAJE. ESPECTACULAR AMBIENTE..",,6602400,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta-en-ub-villa-toledo-tunja/6602400,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, La pradera, Santa ines",157.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$295.000.000,5,menor a 1 año,157,", Cerca centro comercial, , Chimenea, , Closet, , Cocina Integral, , Cocina tipo Americano, , Jardín, , Salón Comunal, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona de BBQ","Atos Inmobiliaria te ofrece una excelente oportunidad de adquirir un lote ubicado en un exclusivo conjunto cerrado al norte de Tunja, cerca del centro comercial Unicentro y el Boulevard.",Código Fincaraíz:,191273053,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273053,,
Casa,venta,Usado,"Chivata, Boyaca","Maldonado, Tunja, Mesopotamia",100.00  m2 m²,3,2,$310.000.000,2,1 a 8 años,,", Barra estilo americano, , Baño Auxiliar, , Garaje(s), , Parqueadero Visitantes, , Trans. Público cercano, , Vista panorámica, , Zona Campestre, , Zona Residencial, , Zonas Verdes, Descripción, INMOBILIARIA 2 MIL VENDE CASA-LOTE",INMOBILIARIA 2 MIL VENDE CASA-LOTE,,10195189,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/10195189,,
Apartamento,venta,Usado,"Mesopotamia, Tunja, Boyaca","La pradera, Tunja, Santa ines",120.00  m2 m²,4,3,$550.000.000,5,9 a 15 años,4 Habs.,", Ascensor, , Barra estilo americano, , Baño Auxiliar, , Chimenea, , Circuito cerrado de TV, , Citófono, , Jardín, , Parques cercanos, , Portería / Recepción, , Salón de Juegos, , Sobre vía principal, , Supermercados / C.Comerciales","INMOBILIARIA 2 MIL VENDE APARTAMENTO CON UNA DE LAS MEJORES VISTAS DE LA CIUDAD.  Mesopotamia - Sector Unicentro,  Boulevard Shopping TUNJA  Área. 120 M2 + Parqueadero  4 habitaciones,  3 baños,  estudio,  sala,  comedor,  cocina integral,  sala auxiliar y cuarto de ropas.       : ($..) .",,7640887,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/7640887,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. soaquira, Santa rita",82.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$105.000.000,3,menor a 1 año,,,"Atos Inmobiliaria tiene a la venta un lote ubicado en el norte de la ciudad, específicamente en el barrio Soaquirá. Este lote ofrece un área de 82.68 m2 y está designado para usos residenciales. Es apto para la construcción de una casa de dos pisos, con la posibilidad de añadir un altillo según lo permitido por las regulaciones locales. Además, el lote cuenta con uso de suelos y planos, lo que facilita el proceso de desarrollo y construcción. Todos los servicios básicos están disponibles en la zona, lo que garantiza una experiencia residencial cómoda para los futuros propietarios. No dudes en contactarnos para obtener más información sobre esta excelente oportunidad de inversión.",,191273127,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273127,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Pirgua",21.00  m2 m²,¡Pregúntale!,1,$170.000.000,4,1 a 8 años,,", Cerca centro comercial, , Sobre vía principal, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 21.74 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.","Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 21.74 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.",Código Fincaraíz:,191273143,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/consultorio-en-venta/191273143,,
Casa,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Santa ines",140.00  m2 m²,4,4,$550.000.000,5,16 a 30 años,,,"Atos Inmobiliaria vende una casa ubicada al norte de la ciudad de Tunja, en el sector Unicentro, en el conjunto Terrazas de Santa Inés. Esta propiedad consta de una sala, comedor, cocina integral, zona de ropas, cuatro habitaciones y cuatro baños, brindando amplios espacios para toda la familia.",Código Fincaraíz:,191272796,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272796,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Asis",228.00  m2 m²,6,3,$810.000.000,3,9 a 15 años,,", Baño Auxiliar, , Calentador, , Canchas Deportivas, , Cocina Integral, , Instalación de gas, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Infantil, , Zona Residencial, , Zonas Verdes, Descripción, ¡Descubre esta increíble oportunidad de inversión! Esta casa de 3 pisos en venta es perfecta para quienes buscan generar ingresos a través de arrendamientos o para familias que desean vivir en un mismo lugar con espacios independientes.",¡Descubre esta increíble oportunidad de inversión! Esta casa de 3 pisos en venta es perfecta para quienes buscan generar ingresos a través de arrendamientos o para familias que desean vivir en un mismo lugar con espacios independientes.,Código Fincaraíz:,192258587,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192258587,,
Finca,venta,Usado,"Tunja, Boyaca","Ub. florida parque, Tunja, La florida",22.00  m2 m²,1,1,$138.000.000,3,menor a 1 año,1 Habs.,", Ascensor, , Cocina Integral, , Instalación de gas, , Portería / Recepción, , Salón Comunal, Descripción, VENDO APARTAESTUDIO TIPO LOFT en OIKOS MONTEVERDE al sur de Tunja para estrenar, piso 6, un solo ambiente con división de ambientes, clóset, cocina integral, baño con división en vidrio. Parqueadero comunal, conjunto cerrado, vigilancia 24 horas, ascensores, zonas verdes, cancha sintética, parque infantil.","VENDO APARTAESTUDIO TIPO LOFT en OIKOS MONTEVERDE al sur de Tunja para estrenar, piso 6, un solo ambiente con división de ambientes, clóset, cocina integral, baño con división en vidrio. Parqueadero comunal, conjunto cerrado, vigilancia 24 horas, ascensores, zonas verdes, cancha sintética, parque infantil.",,192089629,ELITE LG INMOBILIARIA,https://www.fincaraiz.com.co/apartaestudio-en-venta/192089629,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, 20 de julio, Santa lucia",400.00  m2 m²,1,¡Pregúntale!,$900.000.000,3,9 a 15 años,,,"excelente bodega, de 15.60 m2 x 25 de fondo.",,10810501,Inmobiliaria Fenix,https://www.fincaraiz.com.co/bodega-en-venta/10810501,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Cn. santa helena, Cn. mirador del country",540.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$390.000.000,5,menor a 1 año,540,,"ATOS INMOBILIARIA vende lote campestre en el exclusivo conjunto cerrado Mirador del Country, ubicado al norte de la ciudad de Tunja. Este lote tiene un área de 540.59 m², ofreciendo el espacio ideal para construir la casa de tus sueños en un entorno tranquilo y seguro. El conjunto cuenta con vigilancia 24 horas, brindando seguridad y tranquilidad a sus residentes.",Código Fincaraíz:,191272779,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191272779,,
Casa,venta,Usado,"Santa ines, Tunja, Boyaca","Tunja, Mesopotamia, Santa ines",169.00  m2 m²,3,4,$510.000.000,5,1 a 8 años,,", Acceso Pavimentado, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Estudio, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Sobre vía principal","Imagina llegar a tu casa en Santa Inés después de un largo día de trabajo y encontrar un lugar donde la tranquilidad y el confort te reciban con los brazos abiertos. ?✨ Una casa amplia en Tunja, diseñada para brindarte a ti y a los tuyos la comodidad que merecen, en uno de los barrios más exclusivos y seguros de la ciudad. Esta propiedad no es solo un lugar donde vivir; es el espacio donde crearás recuerdos inolvidables con tu familia. ?‍?‍?‍?❤️",,191855623,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/191855623,,
Casa,venta,Usado,"Tunja, Boyaca","El jordan, Tunja",294.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$215.000.000,2,menor a 1 año,,,"Atos Inmobiliaria vende un espacioso casa lote ubicado en el sur de la ciudad de Tunja, en el barrio Jordán, sector Licorera de Boyacá. Este lote cuenta con un área total de 294 m² y ofrece un uso de suelo versátil, permitiendo la construcción de viviendas unifamiliares, bifamiliares o trifamiliares, adaptándose a diferentes necesidades y proyectos.",,191272786,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191272786,,
Casa,venta,Usado,"Tunja, Boyaca","Centro, Solano, Vaticano",100.00  m2 m²,5,2,$280.000.000,2,1 a 8 años,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, , Vivienda Bifamiliar, , Zona de lavandería","Código: 9025FR143 Excelente oportunidad de adquirir casa con dos apartamentos totalmente independientes a pocas cuadras del centro de la ciudad de Tunja, con fácil acceso de transporte público; el apartamento del primer piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor y zona de lavandería, el apartamento del segundo piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor, altillo con una habitación con closet y zona de lavandería, cada apartamento cuenta con los servicios públicos de agua, luz y gas natural independientes al igual que las entradas a cada uno.",Código Fincaraíz:,192309689,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192309689,,
Casa,venta,Usado,"Tras del alto, Tunja, Boyaca",Tras del alto,78.00  m2 m²,2,3,$300.000.000,1,¡Pregúntale!,,", Chimenea, , Trans. Público cercano, Descripción, Área terreno:, 10000 m², ESPECTACULAR finca con casa cerca a ciudad de Tunja, apta para proyectos de turismo, agricultura etc., Distancia: De la vía Tunja a Cucaita – Villa de Leyva:  300 ml y a Tunja 9 Km",Área terreno:,,10062318,ENTORNO URBANO,https://www.fincaraiz.com.co/casa-campestre-en-venta/10062318,,
